userId	geneSymbol	geneName	entrezgene	gLink
DAAM2	DAAM2	dishevelled associated activator of morphogenesis 2	23500	https://www.ncbi.nlm.nih.gov/gene/?term=23500
PPIL2	PPIL2	peptidylprolyl isomerase like 2	23759	https://www.ncbi.nlm.nih.gov/gene/?term=23759
MYO6	MYO6	myosin VI	4646	https://www.ncbi.nlm.nih.gov/gene/?term=4646
SOD3	SOD3	superoxide dismutase 3	6649	https://www.ncbi.nlm.nih.gov/gene/?term=6649
RNF213	RNF213	ring finger protein 213	57674	https://www.ncbi.nlm.nih.gov/gene/?term=57674
RNASEH2C	RNASEH2C	ribonuclease H2 subunit C	84153	https://www.ncbi.nlm.nih.gov/gene/?term=84153
HSPG2	HSPG2	heparan sulfate proteoglycan 2	3339	https://www.ncbi.nlm.nih.gov/gene/?term=3339
ZCCHC14	ZCCHC14	zinc finger CCHC-type containing 14	23174	https://www.ncbi.nlm.nih.gov/gene/?term=23174
NAGK	NAGK	N-acetylglucosamine kinase	55577	https://www.ncbi.nlm.nih.gov/gene/?term=55577
PGPEP1	PGPEP1	pyroglutamyl-peptidase I	54858	https://www.ncbi.nlm.nih.gov/gene/?term=54858
C4orf47	C4orf47	chromosome 4 open reading frame 47	441054	https://www.ncbi.nlm.nih.gov/gene/?term=441054
WAS	WAS	Wiskott-Aldrich syndrome	7454	https://www.ncbi.nlm.nih.gov/gene/?term=7454
EEF1AKMT3	EEF1AKMT3	EEF1A lysine methyltransferase 3	25895	https://www.ncbi.nlm.nih.gov/gene/?term=25895
WWC3	WWC3	WWC family member 3	55841	https://www.ncbi.nlm.nih.gov/gene/?term=55841
TAF1	TAF1	TATA-box binding protein associated factor 1	6872	https://www.ncbi.nlm.nih.gov/gene/?term=6872
NFATC2IP	NFATC2IP	nuclear factor of activated T cells 2 interacting protein	84901	https://www.ncbi.nlm.nih.gov/gene/?term=84901
CHD1L	CHD1L	chromodomain helicase DNA binding protein 1 like	9557	https://www.ncbi.nlm.nih.gov/gene/?term=9557
NFAM1	NFAM1	NFAT activating protein with ITAM motif 1	150372	https://www.ncbi.nlm.nih.gov/gene/?term=150372
PPIG	PPIG	peptidylprolyl isomerase G	9360	https://www.ncbi.nlm.nih.gov/gene/?term=9360
PXN-AS1	PXN-AS1	PXN antisense RNA 1	100506649	https://www.ncbi.nlm.nih.gov/gene/?term=100506649
ZBED3-AS1	ZBED3-AS1	ZBED3 antisense RNA 1	728723	https://www.ncbi.nlm.nih.gov/gene/?term=728723
SERPINB6	SERPINB6	serpin family B member 6	5269	https://www.ncbi.nlm.nih.gov/gene/?term=5269
EVA1B	EVA1B	eva-1 homolog B	55194	https://www.ncbi.nlm.nih.gov/gene/?term=55194
FGF11	FGF11	fibroblast growth factor 11	2256	https://www.ncbi.nlm.nih.gov/gene/?term=2256
AKT2	AKT2	AKT serine/threonine kinase 2	208	https://www.ncbi.nlm.nih.gov/gene/?term=208
ZNF7	ZNF7	zinc finger protein 7	7553	https://www.ncbi.nlm.nih.gov/gene/?term=7553
APOC4-APOC2	APOC4-APOC2	APOC4-APOC2 readthrough (NMD candidate)	100533990	https://www.ncbi.nlm.nih.gov/gene/?term=100533990
CHKB-CPT1B	CHKB-CPT1B	CHKB-CPT1B readthrough (NMD candidate)	386593	https://www.ncbi.nlm.nih.gov/gene/?term=386593
BRAT1	BRAT1	BRCA1 associated ATM activator 1	221927	https://www.ncbi.nlm.nih.gov/gene/?term=221927
EML3	EML3	EMAP like 3	256364	https://www.ncbi.nlm.nih.gov/gene/?term=256364
TRIL	TRIL	TLR4 interactor with leucine rich repeats	9865	https://www.ncbi.nlm.nih.gov/gene/?term=9865
RFX1	RFX1	regulatory factor X1	5989	https://www.ncbi.nlm.nih.gov/gene/?term=5989
ADORA2A	ADORA2A	adenosine A2a receptor	135	https://www.ncbi.nlm.nih.gov/gene/?term=135
USP40	USP40	ubiquitin specific peptidase 40	55230	https://www.ncbi.nlm.nih.gov/gene/?term=55230
NPFF	NPFF	neuropeptide FF-amide peptide precursor	8620	https://www.ncbi.nlm.nih.gov/gene/?term=8620
SLC7A7	SLC7A7	solute carrier family 7 member 7	9056	https://www.ncbi.nlm.nih.gov/gene/?term=9056
RRN3P2	RRN3P2	RRN3 homolog, RNA polymerase I transcription factor pseudogene 2	653390	https://www.ncbi.nlm.nih.gov/gene/?term=653390
MTMR14	MTMR14	myotubularin related protein 14	64419	https://www.ncbi.nlm.nih.gov/gene/?term=64419
CECR2	CECR2	CECR2, histone acetyl-lysine reader	27443	https://www.ncbi.nlm.nih.gov/gene/?term=27443
MIIP	MIIP	migration and invasion inhibitory protein	60672	https://www.ncbi.nlm.nih.gov/gene/?term=60672
C2orf68	C2orf68	chromosome 2 open reading frame 68	388969	https://www.ncbi.nlm.nih.gov/gene/?term=388969
VASH1-AS1	VASH1-AS1	VASH1 antisense RNA 1	100506603	https://www.ncbi.nlm.nih.gov/gene/?term=100506603
PCED1A	PCED1A	PC-esterase domain containing 1A	64773	https://www.ncbi.nlm.nih.gov/gene/?term=64773
FAM53A	FAM53A	family with sequence similarity 53 member A	152877	https://www.ncbi.nlm.nih.gov/gene/?term=152877
ADAT3	ADAT3	adenosine deaminase, tRNA specific 3	113179	https://www.ncbi.nlm.nih.gov/gene/?term=113179
CRAT	CRAT	carnitine O-acetyltransferase	1384	https://www.ncbi.nlm.nih.gov/gene/?term=1384
BAZ2B	BAZ2B	bromodomain adjacent to zinc finger domain 2B	29994	https://www.ncbi.nlm.nih.gov/gene/?term=29994
ZNF692	ZNF692	zinc finger protein 692	55657	https://www.ncbi.nlm.nih.gov/gene/?term=55657
ZSCAN16	ZSCAN16	zinc finger and SCAN domain containing 16	80345	https://www.ncbi.nlm.nih.gov/gene/?term=80345
PCBD2	PCBD2	pterin-4 alpha-carbinolamine dehydratase 2	84105	https://www.ncbi.nlm.nih.gov/gene/?term=84105
PCDHB19P	PCDHB19P	protocadherin beta 19 pseudogene	84054	https://www.ncbi.nlm.nih.gov/gene/?term=84054
TYROBP	TYROBP	TYRO protein tyrosine kinase binding protein	7305	https://www.ncbi.nlm.nih.gov/gene/?term=7305
ABCD4	ABCD4	ATP binding cassette subfamily D member 4	5826	https://www.ncbi.nlm.nih.gov/gene/?term=5826
GPR37L1	GPR37L1	G protein-coupled receptor 37 like 1	9283	https://www.ncbi.nlm.nih.gov/gene/?term=9283
ARID3A	ARID3A	AT-rich interaction domain 3A	1820	https://www.ncbi.nlm.nih.gov/gene/?term=1820
ARHGAP4	ARHGAP4	Rho GTPase activating protein 4	393	https://www.ncbi.nlm.nih.gov/gene/?term=393
RRP8	RRP8	ribosomal RNA processing 8	23378	https://www.ncbi.nlm.nih.gov/gene/?term=23378
LINC01160	LINC01160	long intergenic non-protein coding RNA 1160	100129269	https://www.ncbi.nlm.nih.gov/gene/?term=100129269
BEND3P3	BEND3P3	BEN domain containing 3 pseudogene 3	650623	https://www.ncbi.nlm.nih.gov/gene/?term=650623
IKBKB	IKBKB	inhibitor of nuclear factor kappa B kinase subunit beta	3551	https://www.ncbi.nlm.nih.gov/gene/?term=3551
PLXNA3	PLXNA3	plexin A3	55558	https://www.ncbi.nlm.nih.gov/gene/?term=55558
RPIA	RPIA	ribose 5-phosphate isomerase A	22934	https://www.ncbi.nlm.nih.gov/gene/?term=22934
COLGALT1	COLGALT1	collagen beta(1-O)galactosyltransferase 1	79709	https://www.ncbi.nlm.nih.gov/gene/?term=79709
APOBEC3F	APOBEC3F	apolipoprotein B mRNA editing enzyme catalytic subunit 3F	200316	https://www.ncbi.nlm.nih.gov/gene/?term=200316
TBC1D13	TBC1D13	TBC1 domain family member 13	54662	https://www.ncbi.nlm.nih.gov/gene/?term=54662
KCNK6	KCNK6	potassium two pore domain channel subfamily K member 6	9424	https://www.ncbi.nlm.nih.gov/gene/?term=9424
APBA3	APBA3	amyloid beta precursor protein binding family A member 3	9546	https://www.ncbi.nlm.nih.gov/gene/?term=9546
KCTD11	KCTD11	potassium channel tetramerization domain containing 11	147040	https://www.ncbi.nlm.nih.gov/gene/?term=147040
DPF3	DPF3	double PHD fingers 3	8110	https://www.ncbi.nlm.nih.gov/gene/?term=8110
NKAPD1	NKAPD1	NKAP domain containing 1	55216	https://www.ncbi.nlm.nih.gov/gene/?term=55216
C3orf62	C3orf62	chromosome 3 open reading frame 62	375341	https://www.ncbi.nlm.nih.gov/gene/?term=375341
LILRB2	LILRB2	leukocyte immunoglobulin like receptor B2	10288	https://www.ncbi.nlm.nih.gov/gene/?term=10288
SRRT	SRRT	serrate, RNA effector molecule	51593	https://www.ncbi.nlm.nih.gov/gene/?term=51593
TLDC2	TLDC2	TBC/LysM-associated domain containing 2	140711	https://www.ncbi.nlm.nih.gov/gene/?term=140711
RTL8A	RTL8A	retrotransposon Gag like 8A	26071	https://www.ncbi.nlm.nih.gov/gene/?term=26071
ZNF451	ZNF451	zinc finger protein 451	26036	https://www.ncbi.nlm.nih.gov/gene/?term=26036
CAPG	CAPG	capping actin protein, gelsolin like	822	https://www.ncbi.nlm.nih.gov/gene/?term=822
MTMR9LP	MTMR9LP	myotubularin related protein 9-like, pseudogene	339483	https://www.ncbi.nlm.nih.gov/gene/?term=339483
CEP78	CEP78	centrosomal protein 78	84131	https://www.ncbi.nlm.nih.gov/gene/?term=84131
TSEN54	TSEN54	tRNA splicing endonuclease subunit 54	283989	https://www.ncbi.nlm.nih.gov/gene/?term=283989
TMEM104	TMEM104	transmembrane protein 104	54868	https://www.ncbi.nlm.nih.gov/gene/?term=54868
CCNL2	CCNL2	cyclin L2	81669	https://www.ncbi.nlm.nih.gov/gene/?term=81669
INTS4	INTS4	integrator complex subunit 4	92105	https://www.ncbi.nlm.nih.gov/gene/?term=92105
POC5	POC5	POC5 centriolar protein	134359	https://www.ncbi.nlm.nih.gov/gene/?term=134359
SYNPO2L	SYNPO2L	synaptopodin 2 like	79933	https://www.ncbi.nlm.nih.gov/gene/?term=79933
FGF14-AS2	FGF14-AS2	FGF14 antisense RNA 2	283481	https://www.ncbi.nlm.nih.gov/gene/?term=283481
FBXL8	FBXL8	F-box and leucine rich repeat protein 8	55336	https://www.ncbi.nlm.nih.gov/gene/?term=55336
SSH3	SSH3	slingshot protein phosphatase 3	54961	https://www.ncbi.nlm.nih.gov/gene/?term=54961
ARAP1	ARAP1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1	116985	https://www.ncbi.nlm.nih.gov/gene/?term=116985
PCBP3	PCBP3	poly(rC) binding protein 3	54039	https://www.ncbi.nlm.nih.gov/gene/?term=54039
TRMT1L	TRMT1L	tRNA methyltransferase 1 like	81627	https://www.ncbi.nlm.nih.gov/gene/?term=81627
PHKA2	PHKA2	phosphorylase kinase regulatory subunit alpha 2	5256	https://www.ncbi.nlm.nih.gov/gene/?term=5256
CALML4	CALML4	calmodulin like 4	91860	https://www.ncbi.nlm.nih.gov/gene/?term=91860
DLEU1	DLEU1	deleted in lymphocytic leukemia 1	10301	https://www.ncbi.nlm.nih.gov/gene/?term=10301
PPP2R3B	PPP2R3B	protein phosphatase 2 regulatory subunit B''beta	28227	https://www.ncbi.nlm.nih.gov/gene/?term=28227
NKTR	NKTR	natural killer cell triggering receptor	4820	https://www.ncbi.nlm.nih.gov/gene/?term=4820
MAML1	MAML1	mastermind like transcriptional coactivator 1	9794	https://www.ncbi.nlm.nih.gov/gene/?term=9794
CAHM	CAHM	colon adenocarcinoma hypermethylated	100526820	https://www.ncbi.nlm.nih.gov/gene/?term=100526820
KIF13A	KIF13A	kinesin family member 13A	63971	https://www.ncbi.nlm.nih.gov/gene/?term=63971
MYH3	MYH3	myosin heavy chain 3	4621	https://www.ncbi.nlm.nih.gov/gene/?term=4621
GALNT13	GALNT13	polypeptide N-acetylgalactosaminyltransferase 13	114805	https://www.ncbi.nlm.nih.gov/gene/?term=114805
EIF5B	EIF5B	eukaryotic translation initiation factor 5B	9669	https://www.ncbi.nlm.nih.gov/gene/?term=9669
EGLN2	EGLN2	egl-9 family hypoxia inducible factor 2	112398	https://www.ncbi.nlm.nih.gov/gene/?term=112398
C1QA	C1QA	complement C1q A chain	712	https://www.ncbi.nlm.nih.gov/gene/?term=712
ZXDC	ZXDC	ZXD family zinc finger C	79364	https://www.ncbi.nlm.nih.gov/gene/?term=79364
NUDT1	NUDT1	nudix hydrolase 1	4521	https://www.ncbi.nlm.nih.gov/gene/?term=4521
CLDN9	CLDN9	claudin 9	9080	https://www.ncbi.nlm.nih.gov/gene/?term=9080
PNPLA2	PNPLA2	patatin like phospholipase domain containing 2	57104	https://www.ncbi.nlm.nih.gov/gene/?term=57104
GRAP	GRAP	GRB2 related adaptor protein	10750	https://www.ncbi.nlm.nih.gov/gene/?term=10750
OTUD7B	OTUD7B	OTU deubiquitinase 7B	56957	https://www.ncbi.nlm.nih.gov/gene/?term=56957
EOGT	EOGT	EGF domain specific O-linked N-acetylglucosamine transferase	285203	https://www.ncbi.nlm.nih.gov/gene/?term=285203
ZC3H12A	ZC3H12A	zinc finger CCCH-type containing 12A	80149	https://www.ncbi.nlm.nih.gov/gene/?term=80149
PLXNB2	PLXNB2	plexin B2	23654	https://www.ncbi.nlm.nih.gov/gene/?term=23654
TGIF1	TGIF1	TGFB induced factor homeobox 1	7050	https://www.ncbi.nlm.nih.gov/gene/?term=7050
JAK3	JAK3	Janus kinase 3	3718	https://www.ncbi.nlm.nih.gov/gene/?term=3718
ZNF665	ZNF665	zinc finger protein 665	79788	https://www.ncbi.nlm.nih.gov/gene/?term=79788
NPEPL1	NPEPL1	aminopeptidase like 1	79716	https://www.ncbi.nlm.nih.gov/gene/?term=79716
ARHGAP19	ARHGAP19	Rho GTPase activating protein 19	84986	https://www.ncbi.nlm.nih.gov/gene/?term=84986
MXD4	MXD4	MAX dimerization protein 4	10608	https://www.ncbi.nlm.nih.gov/gene/?term=10608
CXCL16	CXCL16	C-X-C motif chemokine ligand 16	58191	https://www.ncbi.nlm.nih.gov/gene/?term=58191
ADAM15	ADAM15	ADAM metallopeptidase domain 15	8751	https://www.ncbi.nlm.nih.gov/gene/?term=8751
IFT20	IFT20	intraflagellar transport 20	90410	https://www.ncbi.nlm.nih.gov/gene/?term=90410
SEPSECS	SEPSECS	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase	51091	https://www.ncbi.nlm.nih.gov/gene/?term=51091
PRIM2	PRIM2	DNA primase subunit 2	5558	https://www.ncbi.nlm.nih.gov/gene/?term=5558
FNBP1	FNBP1	formin binding protein 1	23048	https://www.ncbi.nlm.nih.gov/gene/?term=23048
TRIP6	TRIP6	thyroid hormone receptor interactor 6	7205	https://www.ncbi.nlm.nih.gov/gene/?term=7205
ZNF12	ZNF12	zinc finger protein 12	7559	https://www.ncbi.nlm.nih.gov/gene/?term=7559
GJC2	GJC2	gap junction protein gamma 2	57165	https://www.ncbi.nlm.nih.gov/gene/?term=57165
MAML3	MAML3	mastermind like transcriptional coactivator 3	55534	https://www.ncbi.nlm.nih.gov/gene/?term=55534
ITGAL	ITGAL	integrin subunit alpha L	3683	https://www.ncbi.nlm.nih.gov/gene/?term=3683
TAF4	TAF4	TATA-box binding protein associated factor 4	6874	https://www.ncbi.nlm.nih.gov/gene/?term=6874
MDN1	MDN1	midasin AAA ATPase 1	23195	https://www.ncbi.nlm.nih.gov/gene/?term=23195
CFLAR	CFLAR	CASP8 and FADD like apoptosis regulator	8837	https://www.ncbi.nlm.nih.gov/gene/?term=8837
LENG9	LENG9	leukocyte receptor cluster member 9	94059	https://www.ncbi.nlm.nih.gov/gene/?term=94059
P3H1	P3H1	prolyl 3-hydroxylase 1	64175	https://www.ncbi.nlm.nih.gov/gene/?term=64175
CROCC	CROCC	ciliary rootlet coiled-coil, rootletin	9696	https://www.ncbi.nlm.nih.gov/gene/?term=9696
SYCP3	SYCP3	synaptonemal complex protein 3	50511	https://www.ncbi.nlm.nih.gov/gene/?term=50511
ZNF37A	ZNF37A	zinc finger protein 37A	7587	https://www.ncbi.nlm.nih.gov/gene/?term=7587
ANKRD23	ANKRD23	ankyrin repeat domain 23	200539	https://www.ncbi.nlm.nih.gov/gene/?term=200539
TNFRSF1B	TNFRSF1B	TNF receptor superfamily member 1B	7133	https://www.ncbi.nlm.nih.gov/gene/?term=7133
COL27A1	COL27A1	collagen type XXVII alpha 1 chain	85301	https://www.ncbi.nlm.nih.gov/gene/?term=85301
CTRL	CTRL	chymotrypsin like	1506	https://www.ncbi.nlm.nih.gov/gene/?term=1506
ADAM20P1	ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1	317760	https://www.ncbi.nlm.nih.gov/gene/?term=317760
SOX13	SOX13	SRY-box 13	9580	https://www.ncbi.nlm.nih.gov/gene/?term=9580
HMGB3P22	HMGB3P22	high mobility group box 3 pseudogene 22	729595	https://www.ncbi.nlm.nih.gov/gene/?term=729595
NFKBID	NFKBID	NFKB inhibitor delta	84807	https://www.ncbi.nlm.nih.gov/gene/?term=84807
AMH	AMH	anti-Mullerian hormone	268	https://www.ncbi.nlm.nih.gov/gene/?term=268
SCAMP2	SCAMP2	secretory carrier membrane protein 2	10066	https://www.ncbi.nlm.nih.gov/gene/?term=10066
RNF166	RNF166	ring finger protein 166	115992	https://www.ncbi.nlm.nih.gov/gene/?term=115992
KIAA0930	KIAA0930	KIAA0930	23313	https://www.ncbi.nlm.nih.gov/gene/?term=23313
GIPC3	GIPC3	GIPC PDZ domain containing family member 3	126326	https://www.ncbi.nlm.nih.gov/gene/?term=126326
SPI1	SPI1	Spi-1 proto-oncogene	6688	https://www.ncbi.nlm.nih.gov/gene/?term=6688
TBC1D15	TBC1D15	TBC1 domain family member 15	64786	https://www.ncbi.nlm.nih.gov/gene/?term=64786
EIF2D	EIF2D	eukaryotic translation initiation factor 2D	1939	https://www.ncbi.nlm.nih.gov/gene/?term=1939
CLDN5	CLDN5	claudin 5	7122	https://www.ncbi.nlm.nih.gov/gene/?term=7122
PIN4	PIN4	peptidylprolyl cis/trans isomerase, NIMA-interacting 4	5303	https://www.ncbi.nlm.nih.gov/gene/?term=5303
MACF1	MACF1	microtubule-actin crosslinking factor 1	23499	https://www.ncbi.nlm.nih.gov/gene/?term=23499
MYO9B	MYO9B	myosin IXB	4650	https://www.ncbi.nlm.nih.gov/gene/?term=4650
LINC00304	LINC00304	long intergenic non-protein coding RNA 304	283860	https://www.ncbi.nlm.nih.gov/gene/?term=283860
ATG16L2	ATG16L2	autophagy related 16 like 2	89849	https://www.ncbi.nlm.nih.gov/gene/?term=89849
CRYGS	CRYGS	crystallin gamma S	1427	https://www.ncbi.nlm.nih.gov/gene/?term=1427
KAT2A	KAT2A	lysine acetyltransferase 2A	2648	https://www.ncbi.nlm.nih.gov/gene/?term=2648
KHNYN	KHNYN	KH and NYN domain containing	23351	https://www.ncbi.nlm.nih.gov/gene/?term=23351
TMCO6	TMCO6	transmembrane and coiled-coil domains 6	55374	https://www.ncbi.nlm.nih.gov/gene/?term=55374
NUP107	NUP107	nucleoporin 107	57122	https://www.ncbi.nlm.nih.gov/gene/?term=57122
ZNF600	ZNF600	zinc finger protein 600	162966	https://www.ncbi.nlm.nih.gov/gene/?term=162966
USP37	USP37	ubiquitin specific peptidase 37	57695	https://www.ncbi.nlm.nih.gov/gene/?term=57695
RECQL4	RECQL4	RecQ like helicase 4	9401	https://www.ncbi.nlm.nih.gov/gene/?term=9401
BIN3	BIN3	bridging integrator 3	55909	https://www.ncbi.nlm.nih.gov/gene/?term=55909
SCNM1	SCNM1	sodium channel modifier 1	79005	https://www.ncbi.nlm.nih.gov/gene/?term=79005
PDK1	PDK1	pyruvate dehydrogenase kinase 1	5163	https://www.ncbi.nlm.nih.gov/gene/?term=5163
GIGYF1	GIGYF1	GRB10 interacting GYF protein 1	64599	https://www.ncbi.nlm.nih.gov/gene/?term=64599
XAB2	XAB2	XPA binding protein 2	56949	https://www.ncbi.nlm.nih.gov/gene/?term=56949
ZNF296	ZNF296	zinc finger protein 296	162979	https://www.ncbi.nlm.nih.gov/gene/?term=162979
KMT2C	KMT2C	lysine methyltransferase 2C	58508	https://www.ncbi.nlm.nih.gov/gene/?term=58508
CAPN15	CAPN15	calpain 15	6650	https://www.ncbi.nlm.nih.gov/gene/?term=6650
ARSA	ARSA	arylsulfatase A	410	https://www.ncbi.nlm.nih.gov/gene/?term=410
ARID4B	ARID4B	AT-rich interaction domain 4B	51742	https://www.ncbi.nlm.nih.gov/gene/?term=51742
BCLAF3	BCLAF3	BCLAF1 and THRAP3 family member 3	256643	https://www.ncbi.nlm.nih.gov/gene/?term=256643
MOB3A	MOB3A	MOB kinase activator 3A	126308	https://www.ncbi.nlm.nih.gov/gene/?term=126308
SPATA6	SPATA6	spermatogenesis associated 6	54558	https://www.ncbi.nlm.nih.gov/gene/?term=54558
MFSD10	MFSD10	major facilitator superfamily domain containing 10	10227	https://www.ncbi.nlm.nih.gov/gene/?term=10227
EXPH5	EXPH5	exophilin 5	23086	https://www.ncbi.nlm.nih.gov/gene/?term=23086
DPYSL5	DPYSL5	dihydropyrimidinase like 5	56896	https://www.ncbi.nlm.nih.gov/gene/?term=56896
